category,sub_category,product_name,manufacturer,customer_name,city,state,region,country,postal_code,order_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,profit_ratio
Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,Boston,Benjamin Venier,Des Moines,Iowa,Central,United States,50315,CA-2014-104220,2016-01-31,2016-02-06,Standard Class,40.0,2,0.0,11.0,0.27
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",C-Line,Benjamin Venier,Des Moines,Iowa,Central,United States,50315,CA-2014-104220,2016-01-31,2016-02-06,Standard Class,35.0,7,0.0,15.0,0.42
Office Supplies,Storage,Space Solutions Commercial Steel Shelving,Space Solutions,Michael Moore,San Francisco,California,West,United States,94109,CA-2014-164329,2016-01-31,2016-01-31,Same Day,129.0,2,0.0,6.0,0.05
Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",Crayola,Eugene Hildebrand,San Francisco,California,West,United States,94110,CA-2014-112725,2016-01-31,2016-02-07,Standard Class,13.0,7,0.0,6.0,0.45
Office Supplies,Art,Newell 338,Newell,Eugene Hildebrand,San Francisco,California,West,United States,94110,CA-2014-112725,2016-01-31,2016-02-07,Standard Class,9.0,3,0.0,2.0,0.27
Furniture,Chairs,Novimex Swivel Fabric Task Chair,Novimex,Eugene Hildebrand,San Francisco,California,West,United States,94110,CA-2014-112725,2016-01-31,2016-02-07,Standard Class,121.0,1,0.2,-14.0,-0.11
Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Office Star,Emily Burns,Miami,Florida,South,United States,33142,CA-2014-148999,2016-01-31,2016-02-05,Standard Class,419.0,4,0.2,-68.0,-0.16
Furniture,Tables,Balt Split Level Computer Training Table,Balt,Liz Preis,Aurora,Illinois,Central,United States,60505,CA-2014-121790,2016-01-31,2016-02-07,Standard Class,69.0,1,0.5,-47.0,-0.68
Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,Acme,Liz Preis,Aurora,Illinois,Central,United States,60505,CA-2014-121790,2016-01-31,2016-02-07,Standard Class,32.0,4,0.2,3.0,0.09
Technology,Phones,Samsung Galaxy S4,Samsung,Liz Preis,Aurora,Illinois,Central,United States,60505,CA-2014-121790,2016-01-31,2016-02-07,Standard Class,2003.0,4,0.2,250.0,0.13
Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",Quartet,Liz Preis,Aurora,Illinois,Central,United States,60505,CA-2014-121790,2016-01-31,2016-02-07,Standard Class,9.0,2,0.2,3.0,0.34
Technology,Phones,Mitel 5320 IP Phone VoIP phone,Mitel,Sam Zeldin,Seattle,Washington,West,United States,98105,CA-2014-157273,2016-01-31,2016-02-03,First Class,605.0,4,0.2,60.0,0.1
Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Anker,Dorothy Wardle,Columbus,Ohio,East,United States,43229,US-2014-164147,2016-02-03,2016-02-06,First Class,60.0,5,0.4,-12.0,-0.2
Office Supplies,Paper,Xerox 1916,Xerox,Dorothy Wardle,Columbus,Ohio,East,United States,43229,US-2014-164147,2016-02-03,2016-02-06,First Class,78.0,2,0.2,29.0,0.38
Office Supplies,Fasteners,Staples,Other,Dorothy Wardle,Columbus,Ohio,East,United States,43229,US-2014-164147,2016-02-03,2016-02-06,First Class,21.0,9,0.2,7.0,0.33
Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,John Lee,Los Angeles,California,West,United States,90045,CA-2014-161333,2016-02-03,2016-02-08,Standard Class,86.0,2,0.0,29.0,0.34
Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Other,John Lee,Los Angeles,California,West,United States,90045,CA-2014-161333,2016-02-03,2016-02-08,Standard Class,139.0,4,0.0,39.0,0.28
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Harmony,John Lee,Los Angeles,California,West,United States,90045,CA-2014-161333,2016-02-03,2016-02-08,Standard Class,47.0,4,0.0,16.0,0.35
Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Eldon,Bill Overfelt,San Diego,California,West,United States,92105,CA-2014-128076,2016-02-03,2016-02-08,Standard Class,211.0,2,0.0,13.0,0.06
Office Supplies,Binders,GBC Durable Plastic Covers,GBC,Bill Overfelt,San Diego,California,West,United States,92105,CA-2014-128076,2016-02-03,2016-02-08,Standard Class,31.0,2,0.2,10.0,0.33
Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",HP,Bill Overfelt,San Diego,California,West,United States,92105,CA-2014-128076,2016-02-03,2016-02-08,Standard Class,240.0,2,0.2,39.0,0.16
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,Fellowes,Matt Collins,Cincinnati,Ohio,East,United States,45231,CA-2014-167703,2016-02-04,2016-02-09,Standard Class,5.0,3,0.7,-4.0,-0.8
Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Other,Matt Collins,Cincinnati,Ohio,East,United States,45231,CA-2014-167703,2016-02-04,2016-02-09,Standard Class,286.0,2,0.2,36.0,0.13
Office Supplies,Binders,GBC Instant Report Kit,GBC,Shahid Collister,Pembroke Pines,Florida,South,United States,33024,CA-2014-126354,2016-02-04,2016-02-09,Standard Class,4.0,2,0.7,-3.0,-0.67
Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,Other,Shahid Collister,Pembroke Pines,Florida,South,United States,33024,CA-2014-126354,2016-02-04,2016-02-09,Standard Class,115.0,3,0.2,40.0,0.35
Office Supplies,Paper,Xerox 2,Xerox,Ross DeVincentis,Chicago,Illinois,Central,United States,60610,CA-2014-127474,2016-02-04,2016-02-08,Second Class,5.0,1,0.2,2.0,0.35
Office Supplies,Paper,Xerox 1893,Xerox,Ross DeVincentis,Chicago,Illinois,Central,United States,60610,CA-2014-127474,2016-02-04,2016-02-08,Second Class,66.0,2,0.2,24.0,0.36
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Eldon,Ross DeVincentis,Chicago,Illinois,Central,United States,60610,CA-2014-127474,2016-02-04,2016-02-08,Second Class,22.0,1,0.6,-26.0,-1.18
Office Supplies,Paper,Xerox 189,Xerox,Ross DeVincentis,Chicago,Illinois,Central,United States,60610,CA-2014-127474,2016-02-04,2016-02-08,Second Class,419.0,5,0.2,147.0,0.35
Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Belkin,Jay Fein,Rochester,New York,East,United States,14609,CA-2014-169474,2016-02-05,2016-02-10,Standard Class,33.0,3,0.0,8.0,0.26
Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,Ibico,Cassandra Brandow,Waco,Texas,Central,United States,76706,CA-2014-131282,2016-02-06,2016-02-09,Second Class,244.0,4,0.8,-427.0,-1.75
Office Supplies,Art,Staples in misc. colors,Staples in misc. colors,Cassandra Brandow,Waco,Texas,Central,United States,76706,CA-2014-131282,2016-02-06,2016-02-09,Second Class,7.0,5,0.2,1.0,0.1
Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Sanyo,Fred Chung,Torrance,California,West,United States,90503,CA-2014-107517,2016-02-06,2016-02-10,Standard Class,1641.0,5,0.0,459.0,0.28
Technology,Phones,Geemarc AmpliPOWER60,Other,Fred Chung,Torrance,California,West,United States,90503,CA-2014-107517,2016-02-06,2016-02-10,Standard Class,371.0,5,0.2,42.0,0.11
Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Bush,Mark Van Huff,Arlington,Virginia,South,United States,22204,CA-2014-122994,2016-02-07,2016-02-10,First Class,360.0,3,0.0,79.0,0.22
Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Atlantic,Bryan Davis,New York City,New York,East,United States,10024,CA-2014-115105,2016-02-07,2016-02-12,Standard Class,241.0,1,0.2,30.0,0.13
Technology,Phones,Grandstream GXP1160 VoIP phone,Grandstream,Sibella Parks,New York City,New York,East,United States,10024,US-2014-101840,2016-02-07,2016-02-13,Standard Class,227.0,6,0.0,66.0,0.29
Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Acco,Sibella Parks,New York City,New York,East,United States,10024,US-2014-101840,2016-02-07,2016-02-13,Standard Class,46.0,4,0.2,16.0,0.34
Office Supplies,Paper,Xerox 1947,Xerox,Skye Norling,San Francisco,California,West,United States,94109,CA-2014-154102,2016-02-07,2016-02-14,Standard Class,30.0,5,0.0,13.0,0.45
Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,GBC,Tom Prescott,Houston,Texas,Central,United States,77070,CA-2014-118773,2016-02-10,2016-02-15,Standard Class,253.0,4,0.8,-417.0,-1.65
Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,Razer,Tom Prescott,Houston,Texas,Central,United States,77070,CA-2014-118773,2016-02-10,2016-02-15,Standard Class,128.0,2,0.2,16.0,0.13
Furniture,Furnishings,Stacking Trays by OIC,Other,Tom Prescott,Houston,Texas,Central,United States,77070,CA-2014-118773,2016-02-10,2016-02-15,Standard Class,4.0,2,0.6,-3.0,-0.68
Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,Belkin,Tom Prescott,Houston,Texas,Central,United States,77070,CA-2014-118773,2016-02-10,2016-02-15,Standard Class,13.0,2,0.8,-32.0,-2.5
Furniture,Furnishings,"Master Big Foot Doorstop, Beige",Other,Marina Lichtenstein,Los Angeles,California,West,United States,90045,CA-2014-150602,2016-02-10,2016-02-15,Second Class,21.0,4,0.0,7.0,0.31
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Other,Sarah Bern,Los Angeles,California,West,United States,90032,CA-2014-145807,2016-02-10,2016-02-14,Standard Class,355.0,5,0.0,18.0,0.05
Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Bush,Mike Pelletier,Laguna Niguel,California,West,United States,92677,CA-2014-124086,2016-02-11,2016-02-15,Standard Class,204.0,2,0.15,17.0,0.08
Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),HP,Michael Nguyen,Clinton,Maryland,East,United States,20735,CA-2014-123659,2016-02-11,2016-02-14,First Class,23.0,4,0.0,11.0,0.49
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Acco,Victoria Wilson,San Francisco,California,West,United States,94110,CA-2014-116204,2016-02-12,2016-02-15,Second Class,21.0,7,0.2,8.0,0.36
Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Global,Cari Sayre,Seattle,Washington,West,United States,98105,CA-2014-131828,2016-02-12,2016-02-14,Second Class,963.0,4,0.2,108.0,0.11
Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",Logitech,Cari Sayre,Seattle,Washington,West,United States,98105,CA-2014-131828,2016-02-12,2016-02-14,Second Class,89.0,3,0.2,8.0,0.09
Office Supplies,Labels,Avery 473,Avery,Don Jones,New York City,New York,East,United States,10024,US-2014-118535,2016-02-12,2016-02-16,Standard Class,21.0,2,0.0,10.0,0.48
Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Deflect-o,Magdelene Morse,Columbus,Ohio,East,United States,43229,CA-2014-138156,2016-02-12,2016-02-15,First Class,148.0,2,0.2,-4.0,-0.03
Office Supplies,Art,Newell 311,Newell,Fred Harton,Seattle,Washington,West,United States,98105,CA-2014-104801,2016-02-14,2016-02-20,Standard Class,7.0,3,0.0,2.0,0.27
Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer,Fred Harton,Seattle,Washington,West,United States,98105,CA-2014-104801,2016-02-14,2016-02-20,Standard Class,800.0,4,0.0,344.0,0.43
Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Tenex,Fred Harton,Seattle,Washington,West,United States,98105,CA-2014-104801,2016-02-14,2016-02-20,Standard Class,108.0,1,0.0,22.0,0.2
Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,Acme,Stewart Visinsky,Baltimore,Maryland,East,United States,21215,CA-2014-151176,2016-02-14,2016-02-21,Standard Class,25.0,3,0.0,7.0,0.26
Office Supplies,Art,Barrel Sharpener,Other,Stewart Visinsky,Baltimore,Maryland,East,United States,21215,CA-2014-151176,2016-02-14,2016-02-21,Standard Class,11.0,3,0.0,3.0,0.26
Office Supplies,Paper,Xerox 1903,Xerox,Jennifer Patt,New York City,New York,East,United States,10009,CA-2014-104906,2016-02-14,2016-02-18,Standard Class,18.0,3,0.0,9.0,0.49
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Holmes,Mark Hamilton,Minneapolis,Minnesota,Central,United States,55407,CA-2014-154809,2016-02-14,2016-02-18,Standard Class,91.0,8,0.0,39.0,0.43
Office Supplies,Paper,Xerox 1912,Xerox,Luke Foster,New York City,New York,East,United States,10035,CA-2014-118521,2016-02-17,2016-02-21,Standard Class,38.0,2,0.0,18.0,0.48
Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,Fellowes,Nat Gilpin,Fairfield,Connecticut,East,United States,6824,CA-2014-120019,2016-02-17,2016-02-22,Standard Class,580.0,3,0.0,81.0,0.14
Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Belkin,Nat Gilpin,Fairfield,Connecticut,East,United States,6824,CA-2014-120019,2016-02-17,2016-02-22,Standard Class,15.0,1,0.0,7.0,0.49
Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Other,Joy Smith,Decatur,Illinois,Central,United States,62521,CA-2014-163265,2016-02-17,2016-02-22,Standard Class,18.0,2,0.2,6.0,0.34
Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Global,Joy Smith,Decatur,Illinois,Central,United States,62521,CA-2014-163265,2016-02-17,2016-02-22,Standard Class,601.0,3,0.3,-9.0,-0.01
Office Supplies,Storage,"Tennsco Lockers, Gray",Tennsco,Joy Smith,Decatur,Illinois,Central,United States,62521,CA-2014-163265,2016-02-17,2016-02-22,Standard Class,50.0,3,0.2,-8.0,-0.16
Office Supplies,Art,Newell 312,Newell,Joy Smith,Decatur,Illinois,Central,United States,62521,CA-2014-163265,2016-02-17,2016-02-22,Standard Class,28.0,6,0.2,4.0,0.13
Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Joy Smith,Decatur,Illinois,Central,United States,62521,CA-2014-163265,2016-02-17,2016-02-22,Standard Class,8.0,1,0.6,-4.0,-0.48
Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Chromcraft,Julie Kriz,Chicago,Illinois,Central,United States,60653,CA-2014-154039,2016-02-18,2016-02-23,Standard Class,481.0,3,0.5,-269.0,-0.56
Technology,Phones,LG Exalt,Other,Julie Kriz,Chicago,Illinois,Central,United States,60653,CA-2014-154039,2016-02-18,2016-02-23,Standard Class,125.0,1,0.2,11.0,0.09
Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Other,Lauren Leatherbury,Lafayette,Louisiana,South,United States,70506,US-2014-163195,2016-02-18,2016-02-22,Second Class,29.0,3,0.0,8.0,0.29
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Adams,Gary Hansen,Perth Amboy,New Jersey,East,United States,8861,CA-2014-132647,2016-02-18,2016-02-24,Standard Class,12.0,2,0.0,6.0,0.49
Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Fellowes,Gary Hansen,Perth Amboy,New Jersey,East,United States,8861,CA-2014-132647,2016-02-18,2016-02-24,Standard Class,166.0,5,0.0,40.0,0.24
Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",Sauder,Cyra Reiten,Houston,Texas,Central,United States,77041,CA-2014-159149,2016-02-18,2016-02-20,First Class,89.0,1,0.32,-17.0,-0.19
Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Dixon,Cyra Reiten,Houston,Texas,Central,United States,77041,CA-2014-159149,2016-02-18,2016-02-20,First Class,175.0,6,0.2,53.0,0.3
Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Jawbone,Cyra Reiten,Houston,Texas,Central,United States,77041,CA-2014-159149,2016-02-18,2016-02-20,First Class,438.0,4,0.2,-88.0,-0.2
Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",SAFCO,Christine Kargatis,Troy,Ohio,East,United States,45373,CA-2014-109085,2016-02-18,2016-02-21,First Class,456.0,5,0.4,-106.0,-0.23
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Acco,Christine Kargatis,Troy,Ohio,East,United States,45373,CA-2014-109085,2016-02-18,2016-02-21,First Class,6.0,5,0.7,-5.0,-0.83
Technology,Phones,Vtech CS6719,Other,Christine Kargatis,Troy,Ohio,East,United States,45373,CA-2014-109085,2016-02-18,2016-02-21,First Class,58.0,1,0.4,-12.0,-0.2
Furniture,Furnishings,Flat Face Poster Frame,Other,Christine Kargatis,Troy,Ohio,East,United States,45373,CA-2014-109085,2016-02-18,2016-02-21,First Class,30.0,2,0.2,8.0,0.28
Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,Global,Christine Kargatis,Troy,Ohio,East,United States,45373,CA-2014-109085,2016-02-18,2016-02-21,First Class,899.0,5,0.3,-13.0,-0.01
Technology,Phones,iHome FM Clock Radio with Lightning Dock,Other,Cynthia Voltz,Los Angeles,California,West,United States,90045,CA-2014-164707,2016-02-19,2016-02-22,Second Class,168.0,3,0.2,10.0,0.06
Technology,Accessories,Memorex Micro Travel Drive 32 GB,Memorex,Cynthia Voltz,Los Angeles,California,West,United States,90045,CA-2014-164707,2016-02-19,2016-02-22,Second Class,110.0,3,0.0,47.0,0.43
Office Supplies,Labels,Avery 493,Avery,Cynthia Voltz,Los Angeles,California,West,United States,90045,CA-2014-164707,2016-02-19,2016-02-22,Second Class,10.0,2,0.0,5.0,0.49
Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Kensington,Nicole Hansen,Roswell,Georgia,South,United States,30076,CA-2014-122693,2016-02-20,2016-02-22,Second Class,1246.0,7,0.0,361.0,0.29
Office Supplies,Fasteners,Rubber Band Ball,Other,Max Engle,Seattle,Washington,West,United States,98103,CA-2014-166415,2016-02-20,2016-02-24,Standard Class,11.0,3,0.0,0.0,0.02
Office Supplies,Art,Newell 320,Newell,Emily Ducich,Los Angeles,California,West,United States,90045,CA-2014-134838,2016-02-20,2016-02-21,First Class,13.0,3,0.0,3.0,0.27
Furniture,Furnishings,Tensor Computer Mounted Lamp,Tensor,Emily Ducich,Los Angeles,California,West,United States,90045,CA-2014-134838,2016-02-20,2016-02-21,First Class,45.0,3,0.0,12.0,0.27
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Helen Wasserman,San Diego,California,West,United States,92105,CA-2014-105809,2016-02-21,2016-02-24,First Class,22.0,1,0.0,7.0,0.33
Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,Logitech,Helen Wasserman,San Diego,California,West,United States,92105,CA-2014-105809,2016-02-21,2016-02-24,First Class,216.0,2,0.2,19.0,0.09
Office Supplies,Art,Newell 351,Newell,Julie Prescott,Muskogee,Oklahoma,Central,United States,74403,CA-2014-150525,2016-02-21,2016-02-26,Standard Class,7.0,2,0.0,2.0,0.29
Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,Other,Julie Prescott,Muskogee,Oklahoma,Central,United States,74403,CA-2014-150525,2016-02-21,2016-02-26,Standard Class,13.0,3,0.0,3.0,0.26
Office Supplies,Fasteners,Staples,Other,Bart Pistole,Louisville,Colorado,West,United States,80027,CA-2014-105445,2016-02-21,2016-02-26,Second Class,9.0,3,0.2,3.0,0.33
Technology,Phones,Toshiba IPT2010-SD IP Telephone,Other,Katherine Murray,Gilbert,Arizona,West,United States,85234,CA-2014-135937,2016-02-21,2016-02-28,Standard Class,334.0,3,0.2,25.0,0.08
Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,Microsoft,Katherine Murray,Gilbert,Arizona,West,United States,85234,CA-2014-135937,2016-02-21,2016-02-28,Standard Class,32.0,1,0.2,5.0,0.15
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,Fellowes,Katherine Murray,Gilbert,Arizona,West,United States,85234,CA-2014-135937,2016-02-21,2016-02-28,Standard Class,51.0,2,0.2,-6.0,-0.13
Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Other,Katherine Murray,Gilbert,Arizona,West,United States,85234,CA-2014-135937,2016-02-21,2016-02-28,Standard Class,11.0,5,0.2,4.0,0.36
Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Katherine Murray,Gilbert,Arizona,West,United States,85234,CA-2014-135937,2016-02-21,2016-02-28,Standard Class,69.0,2,0.2,16.0,0.24
Furniture,Tables,KI Adjustable-Height Table,KI,Katherine Murray,Gilbert,Arizona,West,United States,85234,CA-2014-135937,2016-02-21,2016-02-28,Standard Class,387.0,9,0.5,-186.0,-0.48
Technology,Accessories,Microsoft Natural Keyboard Elite,Microsoft,Dave Kipp,Carrollton,Texas,Central,United States,75007,CA-2014-124940,2016-02-22,2016-02-27,Standard Class,48.0,1,0.2,-3.0,-0.06
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Ampad,Clytie Kelty,Los Angeles,California,West,United States,90008,CA-2014-104647,2016-02-24,2016-03-01,Standard Class,37.0,6,0.0,17.0,0.45
Office Supplies,Fasteners,Alliance Rubber Bands,Alliance,Ann Chong,Seattle,Washington,West,United States,98115,CA-2014-136007,2016-02-24,2016-03-02,Standard Class,8.0,5,0.0,0.0,0.04
Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Other,Ann Chong,Seattle,Washington,West,United States,98115,CA-2014-136007,2016-02-24,2016-03-02,Standard Class,72.0,5,0.2,25.0,0.35
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",ACCOHIDE,Christy Brittain,Philadelphia,Pennsylvania,East,United States,19134,CA-2014-111374,2016-02-25,2016-02-29,Standard Class,5.0,4,0.7,-4.0,-0.77
Office Supplies,Paper,Xerox 1988,Xerox,Erin Smith,Philadelphia,Pennsylvania,East,United States,19134,CA-2014-127397,2016-02-25,2016-02-29,Standard Class,124.0,5,0.2,39.0,0.31
Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Plantronics,Erin Smith,Philadelphia,Pennsylvania,East,United States,19134,CA-2014-127397,2016-02-25,2016-02-29,Standard Class,1320.0,5,0.2,214.0,0.16
Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,Avery,Michelle Huthwaite,Chicago,Illinois,Central,United States,60623,CA-2014-125878,2016-02-26,2016-03-02,Standard Class,2.0,3,0.8,-3.0,-1.7
Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",Global,Scot Wooten,Greenville,North Carolina,South,United States,27834,US-2014-134642,2016-02-26,2016-03-01,Standard Class,197.0,2,0.2,-22.0,-0.11
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bush,Scot Wooten,Greenville,North Carolina,South,United States,27834,US-2014-134642,2016-02-26,2016-03-01,Standard Class,232.0,5,0.2,6.0,0.03
Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Kensington,Bradley Talbott,Los Angeles,California,West,United States,90036,CA-2014-117212,2016-02-27,2016-02-29,Second Class,82.0,4,0.0,22.0,0.27
Technology,Phones,Toshiba IPT2010-SD IP Telephone,Other,Bradley Talbott,Los Angeles,California,West,United States,90036,CA-2014-117212,2016-02-27,2016-02-29,Second Class,890.0,8,0.2,67.0,0.08
Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,Other,Bradley Talbott,Los Angeles,California,West,United States,90036,CA-2014-117212,2016-02-27,2016-02-29,Second Class,892.0,3,0.2,89.0,0.1
Office Supplies,Paper,Xerox 1908,Xerox,Bradley Talbott,Los Angeles,California,West,United States,90036,CA-2014-117212,2016-02-27,2016-02-29,Second Class,224.0,4,0.0,110.0,0.49
Office Supplies,Paper,Xerox 1924,Xerox,Bradley Talbott,Los Angeles,California,West,United States,90036,CA-2014-117212,2016-02-27,2016-02-29,Second Class,23.0,4,0.0,11.0,0.49
Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Tripp Lite,Becky Martin,Santa Barbara,California,West,United States,93101,CA-2014-121706,2016-02-27,2016-03-02,Standard Class,357.0,7,0.0,100.0,0.28
Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Tenex,Dave Brooks,Costa Mesa,California,West,United States,92627,CA-2014-121258,2016-02-27,2016-03-03,Standard Class,92.0,2,0.0,16.0,0.17
Technology,Phones,Aastra 57i VoIP phone,Other,Dave Brooks,Costa Mesa,California,West,United States,92627,CA-2014-121258,2016-02-27,2016-03-03,Standard Class,259.0,2,0.2,19.0,0.08
Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Other,Dave Brooks,Costa Mesa,California,West,United States,92627,CA-2014-121258,2016-02-27,2016-03-03,Standard Class,30.0,4,0.0,13.0,0.45
Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,Pressboard,Duane Benoit,Middletown,Connecticut,East,United States,6457,CA-2014-101959,2016-02-29,2016-03-06,Standard Class,10.0,2,0.0,5.0,0.48
Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",Southworth,Duane Benoit,Middletown,Connecticut,East,United States,6457,CA-2014-101959,2016-02-29,2016-03-06,Standard Class,8.0,1,0.0,4.0,0.45
Office Supplies,Supplies,Staple remover,Staple remover,Stewart Carmichael,Dallas,Texas,Central,United States,75081,CA-2014-146024,2016-03-02,2016-03-08,Standard Class,7.0,4,0.2,-1.0,-0.2
Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Wilson Jones,Stewart Carmichael,Dallas,Texas,Central,United States,75081,CA-2014-146024,2016-03-02,2016-03-08,Standard Class,12.0,7,0.8,-20.0,-1.65
Technology,Phones,Panasonic KX TS3282B Corded phone,Panasonic,Maribeth Yedwab,Los Angeles,California,West,United States,90045,CA-2014-163902,2016-03-02,2016-03-08,Standard Class,197.0,3,0.2,15.0,0.08
Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,Logitech,Maribeth Yedwab,Los Angeles,California,West,United States,90045,CA-2014-163902,2016-03-02,2016-03-08,Standard Class,480.0,6,0.0,53.0,0.11
Office Supplies,Art,Newell 34,Newell,Dorothy Badders,Newark,Delaware,East,United States,19711,CA-2014-104885,2016-03-02,2016-03-08,Standard Class,60.0,3,0.0,15.0,0.26
Office Supplies,Envelopes,Staple envelope,Staple envelope,Dorothy Badders,Newark,Delaware,East,United States,19711,CA-2014-104885,2016-03-02,2016-03-08,Standard Class,58.0,7,0.0,27.0,0.47
Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Bush,Dorothy Badders,Newark,Delaware,East,United States,19711,CA-2014-104885,2016-03-02,2016-03-08,Standard Class,442.0,2,0.0,102.0,0.23
